id,gcf,number_16s,mean,sd,min,max,total_div
25847,GCF_003491325.1,7,0.76,0.62,0.0,2.0,1.00838590687367
25848,GCF_003432345.1,6,2.87,1.36,1.0,5.0,3.79044263035895
25849,GCF_003432365.1,6,2.53,1.41,0.0,5.0,3.33988142149264
25850,GCF_003490125.1,5,1.4,0.7,0.0,2.0,1.67381651408563
25851,GCF_003571725.1,6,0.87,0.64,0.0,2.0,1.08707537716112
25852,GCF_003573855.1,6,8.6,2.75,4.0,12.0,12.6223339499223
25853,GCF_003573835.1,6,2.93,1.49,1.0,6.0,3.84707564262408
25854,GCF_003595345.1,5,1.0,0.67,0.0,2.0,1.17341409054744
25855,GCF_003595365.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25856,GCF_003595385.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25857,GCF_003595405.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25858,GCF_003595465.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25859,GCF_003595425.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25860,GCF_003595445.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25861,GCF_003595485.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25862,GCF_003595505.1,5,2.0,1.25,0.0,4.0,2.34682818109489
25863,GCF_003596365.3,6,4.13,2.07,1.0,8.0,6.13449242147658
25864,GCF_003609855.1,5,0.8,0.63,0.0,2.0,1.00080484707638
25865,GCF_003609895.1,6,1.53,1.25,0.0,4.0,1.98819779489373
25866,GCF_003609915.1,6,1.53,1.25,0.0,4.0,1.98819779489373
25867,GCF_003627735.1,6,0.0,0.0,0.0,0.0,0.0
25868,GCF_003627835.1,5,2.0,1.63,0.0,5.0,2.50201211769094
25869,GCF_003691405.1,5,1.6,0.84,0.0,3.0,1.8464257575567
25870,GCF_003718735.1,6,5.07,2.43,1.0,10.0,6.67976284298528
25871,GCF_003812505.1,6,2.53,1.68,0.0,6.0,3.33988142149264
25872,GCF_003812425.1,6,3.07,2.12,0.0,7.0,3.97639558978745
25873,GCF_003827915.1,6,0.87,0.64,0.0,2.0,1.08707537716112
25874,GCF_003855575.1,5,0.0,0.0,0.0,0.0,0.0
25875,GCF_003945425.1,5,0.0,0.0,0.0,0.0,0.0
25876,GCF_003856395.1,6,2.0,1.51,0.0,5.0,2.70336725319783
25877,GCF_003944865.1,5,0.0,0.0,0.0,0.0,0.0
25878,GCF_003856455.1,6,2.07,0.8,1.0,3.0,2.62471196318854
25879,GCF_003945405.1,5,0.0,0.0,0.0,0.0,0.0
25880,GCF_003952625.1,6,2.6,1.18,1.0,5.0,3.39651443375777
25881,GCF_003956025.1,6,1.87,0.92,0.0,3.0,2.43875900376003
25882,GCF_003955945.1,5,0.8,1.03,0.0,2.0,1.00080484707638
25883,GCF_003956005.1,6,2.4,0.99,1.0,4.0,3.07527317205484
25884,GCF_003957315.1,6,3.8,1.7,1.0,7.0,4.93415101978519
25885,GCF_003966585.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25886,GCF_003966605.1,5,0.4,0.52,0.0,1.0,0.500402423538188
25887,GCF_003966625.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25888,GCF_004001305.1,5,0.0,0.0,0.0,0.0,0.0
25889,GCF_003967115.1,6,4.0,5.29,0.0,12.0,5.40673450639566
25890,GCF_003991015.1,6,7.0,5.14,2.0,16.0,9.61417915636976
25891,GCF_004026165.1,5,0.4,0.52,0.0,1.0,0.500402423538188
25892,GCF_004026185.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25893,GCF_004136235.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25894,GCF_004118995.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25895,GCF_004026205.1,5,1.6,0.84,0.0,2.0,1.8464257575567
25896,GCF_004136655.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25897,GCF_004136255.1,5,3.6,1.71,1.0,6.0,4.50362181184369
25898,GCF_004153365.1,6,9.0,3.18,4.0,14.0,12.612900128955
25899,GCF_004193875.1,6,2.33,1.4,0.0,5.0,3.15392846206413
25900,GCF_004291115.2,5,0.0,0.0,0.0,0.0,0.0
25901,GCF_004193895.1,7,1.71,0.85,0.0,3.0,2.46069790973045
25902,GCF_004208595.1,6,0.0,0.0,0.0,0.0,0.0
25903,GCF_004421085.1,6,1.0,1.46,0.0,3.0,1.35168362659891
25904,GCF_004291175.2,5,0.0,0.0,0.0,0.0,0.0
25905,GCF_004614295.1,6,2.0,1.31,0.0,4.0,2.70336725319783
25906,GCF_004771335.1,6,1.2,0.86,0.0,3.0,1.53763658602742
25907,GCF_004614315.1,6,2.0,1.31,0.0,4.0,2.70336725319783
25908,GCF_004771515.1,5,3.4,1.71,1.0,6.0,6.67784074946751
25909,GCF_004771975.1,5,0.4,0.52,0.0,1.0,0.500402423538188
25910,GCF_005705815.1,1,0.0,0.0,0.0,0.0,0.0
25911,GCF_005706435.1,1,0.0,0.0,0.0,0.0,0.0
25912,GCF_005707215.1,1,0.0,0.0,0.0,0.0,0.0
25913,GCF_005707015.1,1,0.0,0.0,0.0,0.0,0.0
25914,GCF_005707335.1,1,0.0,0.0,0.0,0.0,0.0
25915,GCF_004772055.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25916,GCF_004772175.1,5,1.9,0.88,1.0,3.0,4.45308750400055
25917,GCF_004772215.1,5,0.0,0.0,0.0,0.0,0.0
25918,GCF_004785995.1,6,1.73,1.03,0.0,3.0,2.17415075432223
25919,GCF_004797195.1,5,2.0,2.58,0.0,5.0,2.50201211769094
25920,GCF_005885975.1,6,1.53,0.99,0.0,3.0,1.98819779489373
25921,GCF_005931015.2,5,0.0,0.0,0.0,0.0,0.0
25922,GCF_005889995.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25923,GCF_005890015.1,5,0.8,0.63,0.0,2.0,1.00080484707638
25924,GCF_005890035.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25925,GCF_005931035.2,6,0.0,0.0,0.0,0.0,0.0
25926,GCF_005954685.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25927,GCF_005931055.2,5,0.0,0.0,0.0,0.0,0.0
25928,GCF_006094355.1,6,0.0,0.0,0.0,0.0,0.0
25929,GCF_006088835.1,5,1.2,1.03,0.0,3.0,1.50120727061456
25930,GCF_006094395.1,6,0.0,0.0,0.0,0.0,0.0
25931,GCF_006094375.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25932,GCF_006094915.1,6,0.0,0.0,0.0,0.0,0.0
25933,GCF_006158985.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25934,GCF_006364675.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25935,GCF_006742205.1,6,1.0,1.0,0.0,3.0,1.35168362659891
25936,GCF_006741705.1,7,1.62,0.92,0.0,3.0,2.10141032986255
25937,GCF_006364775.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25938,GCF_007185035.1,6,2.27,1.28,0.0,5.0,2.94595322489147
25939,GCF_007410625.1,5,0.8,0.63,0.0,2.0,1.00080484707638
25940,GCF_007726325.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25941,GCF_007726465.1,6,0.0,0.0,0.0,0.0,0.0
25942,GCF_007726495.1,5,0.0,0.0,0.0,0.0,0.0
25943,GCF_007726525.1,5,0.4,0.52,0.0,1.0,0.500402423538188
25944,GCF_007726565.1,5,0.0,0.0,0.0,0.0,0.0
25945,GCF_007726545.1,5,0.0,0.0,0.0,0.0,0.0
25946,GCF_007813675.1,6,2.27,1.28,0.0,5.0,2.94595322489147
25947,GCF_007814015.1,6,1.87,1.19,0.0,4.0,2.2874167788525
25948,GCF_007814625.1,7,0.76,0.83,0.0,2.0,1.00838590687367
25949,GCF_007814115.1,6,1.07,0.7,0.0,2.0,1.27302833658963
25950,GCF_007814385.1,6,1.6,1.12,0.0,4.0,2.04483080715886
25951,GCF_007814525.1,6,2.87,1.88,0.0,5.0,3.50381210317699
25952,GCF_007814825.1,6,2.2,1.21,0.0,4.0,2.88932021262634
25953,GCF_007814725.1,6,3.2,1.26,1.0,5.0,4.24100383922525
25954,GCF_007833515.1,6,27.4,13.82,8.0,54.0,37.1768388467625
25955,GCF_007826355.1,6,1.67,1.18,0.0,4.0,2.25280604433152
25956,GCF_007833535.1,5,47.9,24.73,3.0,87.0,63.7080333387278
25957,GCF_007833695.1,6,54.6,17.65,30.0,87.0,83.3593333144551
25958,GCF_007833755.1,6,34.87,11.13,9.0,50.0,60.7834219332874
25959,GCF_007833735.1,6,32.2,17.21,7.0,66.0,50.3298406395453
25960,GCF_007833715.1,6,33.6,10.01,23.0,55.0,47.8810775578489
25961,GCF_007833855.1,6,1.47,0.92,0.0,3.0,1.78022255772106
25962,GCF_007859575.1,5,0.0,0.0,0.0,0.0,0.0
25963,GCF_007954445.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25964,GCF_007998145.1,6,2.33,1.4,0.0,5.0,3.15392846206413
25965,GCF_008244725.1,6,2.33,0.9,1.0,4.0,3.15392846206413
25966,GCF_008244705.1,6,2.33,0.9,1.0,4.0,3.15392846206413
25967,GCF_007954465.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25968,GCF_008244745.1,6,2.33,0.9,1.0,4.0,3.15392846206413
25969,GCF_008329885.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25970,GCF_008329865.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25971,GCF_008330585.1,6,1.67,1.18,0.0,4.0,2.25280604433152
25972,GCF_008370815.1,6,1.53,1.25,0.0,4.0,1.98819779489373
25973,GCF_008330045.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25974,GCF_008462245.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25975,GCF_008619235.1,6,1.0,1.0,0.0,3.0,1.35168362659891
25976,GCF_008619075.1,5,2.8,3.01,0.0,7.0,3.50281696476732
25977,GCF_008619415.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25978,GCF_008619935.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25979,GCF_008619795.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25980,GCF_008620175.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25981,GCF_008728755.1,6,1.87,0.99,0.0,4.0,2.46183282677402
25982,GCF_008620055.1,5,1.2,1.03,0.0,3.0,1.50120727061456
25983,GCF_008693765.1,6,1.33,0.98,0.0,3.0,1.80224483546522
25984,GCF_008728715.1,6,1.87,0.74,0.0,3.0,2.46183282677402
25985,GCF_008728735.1,6,2.13,1.06,0.0,4.0,2.68134497545367
25986,GCF_008728775.1,5,2.8,1.14,1.0,4.0,3.19244909157521
25987,GCF_008728815.1,6,2.13,1.36,0.0,5.0,2.85576102337519
25988,GCF_009176785.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25989,GCF_008728795.1,6,1.87,0.74,0.0,3.0,2.46183282677402
25990,GCF_009176765.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25991,GCF_009176875.1,5,1.6,0.97,0.0,3.0,2.00160969415275
25992,GCF_009184785.1,5,0.4,0.52,0.0,1.0,0.500402423538188
25993,GCF_009184805.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25994,GCF_009184825.1,6,0.33,0.49,0.0,1.0,0.450561208866305
25995,GCF_009685135.1,5,2.8,0.63,2.0,4.0,3.50281696476732
25996,GCF_009189185.2,6,5.13,1.51,3.0,8.0,6.86571580241379
25997,GCF_009650155.1,6,2.0,1.07,0.0,4.0,2.70336725319783
25998,GCF_009684655.1,6,0.67,0.62,0.0,2.0,0.901122417732609
25999,GCF_009730115.1,6,2.27,1.67,0.0,5.0,2.94595322489147
26000,GCF_009730135.1,6,3.27,1.44,1.0,6.0,4.16234854921596
26001,GCF_009728755.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26002,GCF_009731595.1,6,1.67,2.44,0.0,5.0,2.25280604433152
26003,GCF_009728775.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26004,GCF_009739675.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26005,GCF_009739755.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26006,GCF_009739695.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26007,GCF_009739715.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26008,GCF_009739735.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26009,GCF_009739775.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26010,GCF_009739825.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26011,GCF_009739795.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26012,GCF_009739845.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26013,GCF_009739865.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26014,GCF_009769015.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26015,GCF_009740205.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26016,GCF_009739885.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26017,GCF_009769095.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26018,GCF_009873455.1,6,1.87,1.19,0.0,4.0,2.43875900376003
26019,GCF_009769125.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26020,GCF_009857055.1,6,0.0,0.0,0.0,0.0,0.0
26021,GCF_009911815.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26022,GCF_009911835.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26023,GCF_009911855.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26024,GCF_009911965.1,6,0.0,0.0,0.0,0.0,0.0
26025,GCF_009911895.1,6,3.0,2.7,0.0,7.0,4.05505087979674
26026,GCF_009912015.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26027,GCF_009912035.1,6,0.0,0.0,0.0,0.0,0.0
26028,GCF_009912055.1,6,1.33,1.23,0.0,4.0,1.80224483546522
26029,GCF_009912095.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26030,GCF_009912075.1,6,0.0,0.0,0.0,0.0,0.0
26031,GCF_009912115.1,6,1.4,0.74,0.0,2.0,1.72358954545593
26032,GCF_009912155.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26033,GCF_009912195.1,6,1.07,0.7,0.0,2.0,1.27302833658963
26034,GCF_009912295.1,5,0.0,0.0,0.0,0.0,0.0
26035,GCF_009912255.1,6,2.2,1.93,0.0,5.0,2.88932021262634
26036,GCF_009912335.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26037,GCF_009912435.1,6,0.0,0.0,0.0,0.0,0.0
26038,GCF_009912375.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26039,GCF_009912355.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26040,GCF_009912415.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26041,GCF_009912475.1,6,0.0,0.0,0.0,0.0,0.450561208866305
26042,GCF_009912455.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26043,GCF_009912535.1,6,0.0,0.0,0.0,0.0,0.0
26044,GCF_009912495.1,6,0.0,0.0,0.0,0.0,0.0
26045,GCF_009912555.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26046,GCF_009912635.1,6,1.67,2.44,0.0,5.0,2.25280604433152
26047,GCF_009912595.1,5,0.0,0.0,0.0,0.0,0.0
26048,GCF_009912615.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26049,GCF_009912655.1,6,1.67,1.4,0.0,4.0,2.25280604433152
26050,GCF_009912695.1,6,1.73,1.49,0.0,3.0,2.17415075432223
26051,GCF_009912775.1,6,0.0,0.0,0.0,0.0,0.0
26052,GCF_009912715.1,6,0.0,0.0,0.0,0.0,0.0
26053,GCF_009912675.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26054,GCF_009912735.1,6,0.0,0.0,0.0,0.0,0.0
26055,GCF_009912755.1,6,0.0,0.0,0.0,0.0,0.0
26056,GCF_009912835.1,6,0.0,0.0,0.0,0.0,0.0
26057,GCF_009912815.1,5,0.0,0.0,0.0,0.0,0.0
26058,GCF_009912795.1,6,0.0,0.0,0.0,0.0,0.0
26059,GCF_009912875.1,6,0.0,0.0,0.0,0.0,0.0
26060,GCF_009912855.1,6,0.0,0.0,0.0,0.0,0.0
26061,GCF_009912915.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26062,GCF_009912895.1,6,1.0,1.46,0.0,3.0,1.35168362659891
26063,GCF_009912935.1,5,0.0,0.0,0.0,0.0,0.0
26064,GCF_009912955.1,6,1.33,1.95,0.0,4.0,1.80224483546522
26065,GCF_009912975.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26066,GCF_009912995.1,6,0.0,0.0,0.0,0.0,0.0
26067,GCF_009913035.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26068,GCF_009913115.1,6,0.0,0.0,0.0,0.0,0.0
26069,GCF_009913015.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26070,GCF_009913055.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26071,GCF_009913095.1,5,0.0,0.0,0.0,0.0,0.0
26072,GCF_009913075.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26073,GCF_009913135.1,5,0.0,0.0,0.0,0.0,0.0
26074,GCF_009913155.1,6,0.0,0.0,0.0,0.0,0.0
26075,GCF_009913175.1,5,0.0,0.0,0.0,0.0,0.0
26076,GCF_009913195.1,5,0.4,0.52,0.0,1.0,0.500402423538188
26077,GCF_009914455.1,6,5.0,3.0,0.0,10.0,7.65954055072718
26078,GCF_009913215.1,5,0.0,0.0,0.0,0.0,0.0
26079,GCF_009932715.2,6,0.0,0.0,0.0,0.0,0.0
26080,GCF_009931395.1,6,2.13,1.06,1.0,4.0,2.68134497545367
26081,GCF_009932885.2,6,0.0,0.0,0.0,0.0,0.0
26082,GCF_009932935.2,6,1.0,1.46,0.0,3.0,1.35168362659891
26083,GCF_009937785.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26084,GCF_010365305.1,6,1.8,1.08,0.0,4.0,2.23078376658737
26085,GCF_010669265.1,5,2.6,0.52,2.0,3.0,3.1750237847002
26086,GCF_011032785.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26087,GCF_011035105.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26088,GCF_011038575.1,5,3.8,1.32,2.0,6.0,4.67623105531476
26089,GCF_011403135.1,6,2.13,1.06,1.0,4.0,2.68134497545367
26090,GCF_011466855.1,6,0.0,0.0,0.0,0.0,0.0
26091,GCF_011466875.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26092,GCF_012044475.1,6,2.0,1.07,0.0,4.0,2.70336725319783
26093,GCF_012044215.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26094,GCF_012851115.1,6,10.07,3.26,5.0,15.0,14.0306505887864
26095,GCF_013004085.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26096,GCF_012974825.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26097,GCF_013003945.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26098,GCF_013008375.1,6,1.33,1.95,0.0,4.0,1.80224483546522
26099,GCF_013046885.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26100,GCF_013046865.1,6,1.33,0.98,0.0,3.0,1.80224483546522
26101,GCF_013137955.1,5,0.0,0.0,0.0,0.0,0.0
26102,GCF_013187685.1,6,2.27,1.1,0.0,4.0,3.12036927281298
26103,GCF_013267675.1,6,3.47,1.77,1.0,7.0,4.33224758601136
26104,GCF_013267575.1,6,3.07,1.03,1.0,5.0,3.97639558978745
26105,GCF_013305885.1,5,0.8,1.03,0.0,2.0,1.00080484707638
26106,GCF_013267715.1,6,2.6,1.18,1.0,5.0,3.26122613148335
26107,GCF_013305905.1,5,0.8,1.03,0.0,2.0,1.00080484707638
26108,GCF_013305955.1,6,0.0,0.0,0.0,0.0,0.0
26109,GCF_013307005.2,6,3.47,0.92,2.0,5.0,4.48358981091889
26110,GCF_013307025.1,6,5.87,1.46,3.0,8.0,7.66616065239295
26111,GCF_013307065.1,6,4.73,2.66,1.0,9.0,7.42357468069931
26112,GCF_013307085.1,6,1.53,0.83,0.0,3.0,1.98819779489373
26113,GCF_013317125.1,6,2.2,0.77,0.0,3.0,2.88932021262634
26114,GCF_013341415.1,6,2.67,1.35,0.0,5.0,3.31785914374848
26115,GCF_013341395.1,6,1.27,1.1,0.0,3.0,1.59426959829255
26116,GCF_013341435.1,6,2.0,1.85,0.0,5.0,3.15392846206413
26117,GCF_013343055.1,6,1.6,0.63,1.0,3.0,2.17415075432223
26118,GCF_013341455.1,6,2.2,1.52,0.0,5.0,2.88932021262634
26119,GCF_013358365.1,6,5.0,2.1,1.0,9.0,6.47178760581262
26120,GCF_013363895.1,6,10.8,3.47,5.0,15.0,14.3048631174454
26121,GCF_013389715.1,5,2.0,1.15,0.0,4.0,2.50201211769094
26122,GCF_013394425.1,6,2.33,0.49,2.0,3.0,3.15392846206413
26123,GCF_013415955.1,5,2.2,1.03,1.0,4.0,2.67462136116201
26124,GCF_013463155.1,6,1.73,0.88,0.0,3.0,2.86729793488218
26125,GCF_013467165.1,5,0.0,0.0,0.0,0.0,0.0
26126,GCF_013467405.1,5,0.0,0.0,0.0,0.0,0.0
26127,GCF_013836745.1,6,1.67,1.18,0.0,4.0,2.25280604433152
26128,GCF_013836525.1,6,2.0,1.51,0.0,5.0,2.70336725319783
26129,GCF_014334295.1,6,1.2,1.01,0.0,3.0,1.53763658602742
26130,GCF_014267365.1,7,1.05,0.67,0.0,2.0,1.41850222516208
26131,GCF_014353035.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26132,GCF_014490515.1,6,3.8,2.43,0.0,8.0,5.10856706770671
26133,GCF_014489335.1,6,3.33,1.23,1.0,5.0,4.50561208866305
26134,GCF_014490535.1,6,1.0,0.65,0.0,2.0,1.35168362659891
26135,GCF_014495745.1,6,13.13,4.19,6.0,21.0,18.996428165537
26136,GCF_014696415.1,6,1.87,1.06,0.0,4.0,2.43875900376003
26137,GCF_014696255.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26138,GCF_014696535.1,6,1.87,1.06,0.0,4.0,2.43875900376003
26139,GCF_014696685.1,6,3.53,1.64,1.0,6.0,4.69156504809155
26140,GCF_014696835.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26141,GCF_014696975.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26142,GCF_015219885.1,5,9.0,4.47,0.0,14.0,10.8885199949941
26143,GCF_014962425.1,6,2.33,1.29,0.0,4.0,2.86729793488218
26144,GCF_015219905.1,6,7.87,2.7,1.0,11.0,12.0866678076349
26145,GCF_015219925.1,6,3.93,2.63,0.0,7.0,4.62549821485909
26146,GCF_015220695.1,6,6.93,3.61,0.0,13.0,10.2573134263303
26147,GCF_015243435.1,6,3.6,0.99,2.0,5.0,5.06347096694857
26148,GCF_015244035.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26149,GCF_015475575.1,6,1.67,0.9,0.0,3.0,2.25280604433152
26150,GCF_015732455.1,6,3.8,1.21,2.0,6.0,4.93415101978519
26151,GCF_015767475.1,6,0.0,0.0,0.0,0.0,0.0
26152,GCF_015774815.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26153,GCF_015767495.1,6,0.0,0.0,0.0,0.0,0.0
26154,GCF_015775975.1,6,0.0,0.0,0.0,0.0,0.0
26155,GCF_015774855.1,6,0.0,0.0,0.0,0.0,0.0
26156,GCF_015774835.1,6,0.53,0.52,0.0,1.0,0.636514168294813
26157,GCF_015999445.1,6,3.27,1.53,1.0,6.0,4.29763685149038
26158,GCF_016026635.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26159,GCF_016026915.1,6,4.0,1.51,2.0,6.0,5.29452002713522
26160,GCF_016028275.1,6,3.4,1.3,1.0,6.0,4.1242723488387
26161,GCF_016028235.1,7,2.48,1.25,0.0,5.0,3.21331099091785
26162,GCF_016067635.1,6,1.13,0.83,0.0,2.0,1.32966134885476
26163,GCF_016065215.1,6,2.0,1.51,0.0,4.0,2.41673672601588
26164,GCF_016028295.1,5,5.0,1.63,1.0,7.0,6.02225438933327
26165,GCF_016126715.1,6,0.0,0.0,0.0,0.0,0.0
26166,GCF_016127055.1,6,3.93,1.71,0.0,6.0,5.51403217581488
26167,GCF_016126695.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26168,GCF_016126735.1,6,0.0,0.0,0.0,0.0,0.0
26169,GCF_016126755.1,6,0.67,0.98,0.0,2.0,0.901122417732609
26170,GCF_016126775.1,6,0.0,0.0,0.0,0.0,0.0
26171,GCF_016126795.1,6,0.67,0.62,0.0,2.0,0.901122417732609
26172,GCF_016127335.1,6,0.53,0.52,0.0,1.0,0.636514168294813
26173,GCF_016127455.1,7,0.86,0.96,0.0,3.0,1.23034895486523
26174,GCF_016127715.1,5,0.6,0.52,0.0,1.0,1.34602333401851
26175,GCF_016127935.1,6,1.87,0.74,1.0,3.0,2.43875900376003
26176,GCF_016406225.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26177,GCF_016406625.1,6,1.6,1.12,0.0,3.0,2.04483080715886
26178,GCF_016454965.1,6,0.0,0.0,0.0,0.0,0.0
26179,GCF_016413705.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26180,GCF_016413725.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26181,GCF_016455065.1,6,0.0,0.0,0.0,0.0,0.0
26182,GCF_016454985.1,6,0.0,0.0,0.0,0.0,0.0
26183,GCF_016455005.1,6,0.0,0.0,0.0,0.0,0.0
26184,GCF_016455025.1,6,1.0,1.46,0.0,3.0,1.35168362659891
26185,GCF_016455145.1,6,1.2,1.01,0.0,3.0,58.3083489031818
26186,GCF_016455205.1,6,0.53,0.52,0.0,1.0,0.636514168294813
26187,GCF_016455085.1,6,1.0,1.0,0.0,3.0,1.35168362659891
26188,GCF_016455105.1,6,0.0,0.0,0.0,0.0,0.0
26189,GCF_016455165.1,5,1.0,0.67,0.0,2.0,1.17341409054744
26190,GCF_016455265.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26191,GCF_016455225.1,6,0.53,0.52,0.0,1.0,0.636514168294813
26192,GCF_016455245.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26193,GCF_016455285.1,6,1.0,1.46,0.0,3.0,1.35168362659891
26194,GCF_016496025.1,5,1.2,1.03,0.0,3.0,1.50120727061456
26195,GCF_016598915.1,6,14.27,3.67,9.0,22.0,15.6637220594486
26196,GCF_016598895.1,6,17.47,6.5,8.0,29.0,16.6892104224878
26197,GCF_016591995.1,5,0.0,0.0,0.0,0.0,0.0
26198,GCF_016724665.1,6,2.0,1.85,0.0,5.0,2.70336725319783
26199,GCF_016725265.1,7,1.43,0.81,0.0,3.0,1.9132570595657
26200,GCF_016599795.1,6,1.53,1.25,0.0,4.0,1.98819779489373
26201,GCF_016724565.1,6,1.87,1.3,0.0,4.0,2.43875900376003
26202,GCF_016725285.1,6,2.33,1.4,0.0,5.0,3.15392846206413
26203,GCF_016727585.1,5,0.4,0.52,0.0,1.0,0.500402423538188
26204,GCF_016725205.1,6,2.13,1.19,0.0,4.0,2.68134497545367
26205,GCF_016725305.1,7,1.14,0.96,0.0,3.0,1.64046527315364
26206,GCF_016727385.1,6,1.87,1.41,0.0,4.0,2.43875900376003
26207,GCF_016743055.1,7,2.38,1.88,0.0,6.0,3.24712076861256
26208,GCF_016756355.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26209,GCF_016756375.1,6,0.33,0.49,0.0,1.0,0.450561208866305
26210,GCF_016743875.1,6,5.4,1.5,2.0,8.0,7.01810957259115
26211,GCF_016772515.1,7,0.86,0.65,0.0,2.0,1.23034895486523
